order_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
f1219360-fcf3-414f-a0ad-0e91c9642a5c,35577450-ff7e-4a55-9997-ee998a57c3e7,5,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
5ba0fa82-dcf3-45cd-b433-d817a69a7e38,14a2384f-7761-4fca-8e14-3a074c6b324a,5,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
ff5b14a8-fac7-4df8-b568-e89f77e700ce,354b6483-2df9-497b-9bd0-363b76c5a427,2,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
d5754aab-f43a-431f-874a-af6c00435785,cf90cd45-5b19-4d5f-a746-7c813ad24b9e,3,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
06f87a31-caf2-4639-8ba5-10d736116d7c,20a55fa0-36ef-4a3b-921a-8f7fc1584089,5,,,2026-08-24T22:19:31.033Z,2026-08-25T22:19:31.033Z
17454ac9-58fe-4c39-b5d6-355719db00cc,325bbbe3-509e-4f5e-89e7-6fce1875f62d,4,,,2026-08-24T22:19:31.033Z,2026-08-25T22:19:31.033Z
9ace658f-0097-4764-a093-5f528bc3d7e1,9adc593e-7272-47f2-8e25-d1a65ac1b1fe,4,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
44935e78-d53b-470a-882b-f8af837bb029,55a98fce-c9aa-4fad-b910-592533df8a08,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
c79760a7-f10b-453d-9875-ee0324318c9f,2343c402-f2fa-4a67-b608-f044f250b700,3,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
63ecd9ce-466e-4e19-8fe1-6431795c1354,806b7b38-abce-490f-8fa7-fcebba069520,4,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
db4d79f1-93b4-4ca8-a68e-1127c160252c,93863cfa-e620-4052-9815-cf80473f0d83,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
9f54d3a1-4bc8-425a-9ff3-55b88f538afb,fcad0c29-388c-4ee8-b748-b34d5ca10758,5,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
18ad153d-39b0-44ad-a4b6-e221b57cc61a,62e5dac2-b61a-43c7-850a-ab56e82d1659,3,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
a79fb5ba-637c-4b07-87cd-5488e01f8188,6e7fad0f-0af6-4cbc-a5d4-9ad4ad7b7a00,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
a5fb28ee-feba-4f66-8a51-a72b8834c8c2,2a6ed051-6786-415e-bcf6-26555a697ad7,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
92d059b0-3ec8-4cc0-bf7b-4bde331c2725,8726de0c-3ec4-43d6-a7bb-fcd39c87df9d,5,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
7cce3a9f-e471-4960-928a-0f8b1d5b45f8,a052ee80-dfb7-4a2d-87ac-b0099b4639fc,5,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
8d65a73f-c727-42d9-848a-429e3f4cd36b,7b253796-2b8b-4135-91df-43cb444a6e97,4,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
43d99dab-0685-48dd-988b-c2f514249f61,957869d5-e3c6-41e4-87ef-20641c745c6a,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
289c181f-ea59-4bc2-b06d-e19e8b45505d,35378518-e033-414c-bdf9-f91abcf0c92b,5,,,2026-08-24T22:19:31.033Z,2026-08-24T22:19:31.033Z
aeb11f17-5a5a-4f9e-aabb-0edea7748c91,91e83669-04d0-46e1-a0ba-edc3bf216bd8,4,,,2026-08-24T22:19:31.033Z,2026-08-26T22:19:31.033Z
