order_id,payment_sequential,payment_type,payment_installments,payment_value
ba5519ad-e8f9-41ac-be7d-875a2127f644,1,boleto,1,355.21
8b5297cd-d2b5-4fd1-859f-0512e2d2b042,1,boleto,1,322.24
65484585-4d4f-4d0c-bd45-9d21f97a3431,1,boleto,1,370.44
c909e475-fa08-416d-8833-f74118d79bdb,1,credit_card,9,514.98
3edb62f0-8652-40ab-ae82-7c2811a56eb5,1,boleto,1,28.65
7bf3250e-a571-4728-9388-f7fa8c0e45e6,1,credit_card,10,319.91
b586f2f9-df61-4491-b2fd-9a2e7b61926e,1,credit_card,3,195.48000000000002
38a9701c-2fa5-4947-8c03-1308d403f377,1,boleto,1,379.34999999999997
9c55d223-e7e9-4eb4-9caa-a2f1dbcba10c,1,boleto,1,417.77000000000004
93024d82-264f-4304-857e-6595a6386ab7,1,credit_card,9,277.62
dfd2c001-c367-45e3-817b-e6d24193c8a4,1,credit_card,7,892.52
1bbbd7ff-4b7a-4ba8-b91b-233eaa288f8c,1,credit_card,7,132.94
54376760-f990-4bdf-bbeb-db6af9e3cd7a,1,credit_card,10,330.93999999999994
278ff1e9-f941-4d2c-927d-0ca255af1f25,1,credit_card,7,303.23
8936bf46-e191-4fb2-8435-5252ef6c79c6,1,credit_card,10,203.69
1132885b-0728-422f-a691-8ac06221f032,1,credit_card,6,352.33
9d45cd31-87bf-4f9d-be46-9384e694f8ff,1,credit_card,6,175.45
1aac930a-c84b-4f02-b2d7-b63a9081b8f5,1,credit_card,2,57.22
7710bd35-9468-447c-b852-e88df6ae5a8b,1,credit_card,5,28.009999999999998
982eb9c8-856b-45be-9645-ac3fb5768c0c,1,credit_card,10,178.99
912a05a2-990f-454e-94e7-e8011dba03c4,1,credit_card,7,191.79
618314c1-33f2-4ec9-b120-f1361670ee52,1,boleto,1,738.3399999999999
12f8ad2b-024a-4817-957c-85f2a162ced1,1,boleto,1,273.73
b3247bf4-4f47-4c1a-9c7e-03260e2c686f,1,credit_card,10,43.5
