order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
5a59578e-7dee-43e8-a25e-53bb3eb8d664,1,a79c0d179a6de79b23a81b64b3980c04,e883aa812c37a7413226856f4579fe91,2026-08-31T22:19:31.997Z,276.52,11.14
5a59578e-7dee-43e8-a25e-53bb3eb8d664,2,3eb6b55ec8635498193d4fc3d264e6a3,33dd941c27854f7625b968cc6195a552,2026-08-31T22:19:31.997Z,551.69,29.31
680ab1ea-ead8-4184-8d19-3974ca25c615,1,93709a210f8c878e1d9b12ff28580f2e,ed46f1eb4a638113deb2a1137b5f22e9,2026-08-31T22:19:31.997Z,94.72,27.05
3ad6074d-7ac6-4017-b3ee-f6d5d37cc984,1,0e5c138ca746633922f8ed55b2c3d005,fe49ee029e61e789a1f3a5525f57ba8d,2026-08-31T22:19:31.997Z,160.12,26.06
3ad6074d-7ac6-4017-b3ee-f6d5d37cc984,2,37e25cb997fa9c3559b68928bdddff23,0c8380b62e38e8a1e6adbeba7eb9688c,2026-08-31T22:19:31.997Z,112.61,25.32
2b80041c-3db7-4ff7-a385-88f270dc6ee9,1,da7da0c2d3f2dbb32bee4ad3cf467fc6,05d2173d43ea568aa0540eba70d2ca76,2026-08-31T22:19:31.997Z,441.83,27.76
2b80041c-3db7-4ff7-a385-88f270dc6ee9,2,3ed88583f131691a34dbc2b4e4f83f2e,6fd52c528dcb38be2eea044946b811f8,2026-08-31T22:19:31.997Z,5.0,36.51
7aa3beb3-a122-44ea-9ec9-976ddb44abce,1,e87093a08e761c9fbf7dd461227f66c1,c43d924a0f1688ee9fae0efcd6f539d4,2026-08-31T22:19:31.997Z,63.41,17.66
7aa3beb3-a122-44ea-9ec9-976ddb44abce,2,0c3e039a06ef40bce9a30c05a247f77e,876182d1918783bbe15233febfbd4926,2026-08-31T22:19:31.997Z,227.23,22.29
085a7854-2fad-4d7e-aaa1-8bf330d279e7,1,ca00817d14c90f75f3695ef75030c907,1b7e5006cb25dd23ce8686691013b121,2026-08-31T22:19:31.997Z,181.5,28.65
6990bf30-a69f-4e0a-8ad3-81d39a356b4e,1,198ec19b3806cc2ad217e159e4e09d58,83a75eea11694e36e56dd0cb2240229a,2026-08-31T22:19:31.997Z,263.49,25.38
15f85894-c76a-4549-b1b9-12fe07ffee99,1,e35e57ac692a504d2fbb8f30e188c693,a5cba26a62b8b4d0145b68b841e62e7f,2026-08-31T22:19:31.997Z,204.23,31.19
582888cf-af82-4132-825b-9d3000c70132,1,895e0a8c1cf8a915c6a0d5d2a91689b6,5e25c632f9db6cfb8bc100421c2737b6,2026-08-31T22:19:31.997Z,90.98,21.41
3274fe92-b7e2-4387-8b3e-4186d213b1d4,1,01175f0c6182b4410c669417d7e8268f,f1ce5fdecd64935c28b9ff932751d0dc,2026-08-31T22:19:31.997Z,236.21,20.81
3274fe92-b7e2-4387-8b3e-4186d213b1d4,2,7e42f7c4405ac2fdec454c0497facd83,c68fb906c8f4b4b946d8386bfa6e5467,2026-08-31T22:19:31.997Z,73.16,41.48
de9ef88d-0199-4ce1-affb-70f0a5318710,1,279c4f688c1562c5f221f139179389c9,11eac105f3f90a9b87b19c89d91e24f3,2026-08-31T22:19:31.997Z,282.8,7.94
de9ef88d-0199-4ce1-affb-70f0a5318710,2,671daae289ba175770580ddd6240ef76,ba89796db68db180bd389de96b2ff3b6,2026-08-31T22:19:31.997Z,185.39,24.33
de9ef88d-0199-4ce1-affb-70f0a5318710,3,b3c9fbea83e09f3d0994b2f8301c89a7,ff063b022a9a0aab91bad2c9088760b7,2026-08-31T22:19:31.997Z,203.45,33.33
7e7edb3e-96ec-42d1-bc60-d84c2aea29bc,1,6f735de7025b8e74fc832dfd6ec2bf5d,3a734b715d333a2588a3d54a0c9b8746,2026-08-31T22:19:31.997Z,193.26,20.33
5caf8477-2315-4f8e-80b1-e86184b5a850,1,a9418952bd0aee716d44d25d706561b0,85044848b1b767db2a4a58526adef4b4,2026-08-31T22:19:31.997Z,132.9,18.57
5caf8477-2315-4f8e-80b1-e86184b5a850,2,edaa2bd93560f6d79e10b21fa2858004,5962468f885ea01a1b6a97a218797b0a,2026-08-31T22:19:31.997Z,292.26,32.13
5caf8477-2315-4f8e-80b1-e86184b5a850,3,70ee18fa7f4c08a0d334497bf8969f59,83b08de96980757220871b31bf6cffca,2026-08-31T22:19:31.997Z,271.39,18.77
ec265452-4343-4f98-8026-2f4f563c9888,1,e619ceb6b2a4196772ddaa5c6e0368a7,69b5eaa096c3f9d1e5c398c597f567d6,2026-08-31T22:19:31.997Z,36.79,16.43
ec265452-4343-4f98-8026-2f4f563c9888,2,ab687729e8507381d0b4aa32bef2d723,6c6e3d67f969468f3bfd33f827a31222,2026-08-31T22:19:31.997Z,258.3,15.11
00a5215f-ce57-4fea-be94-07e12bb92cd0,1,cdd68c0ef3e507db79631336cf9ec285,b56906f7fd1696e043f1bcce164c487b,2026-08-31T22:19:31.997Z,222.3,12.93
00a5215f-ce57-4fea-be94-07e12bb92cd0,2,332b3e10a1e54aa72c52f41221eb53ab,1703bc09972dab9782e7a9194943b69f,2026-08-31T22:19:31.997Z,183.04,7.64
00a5215f-ce57-4fea-be94-07e12bb92cd0,3,fd9bc1610a48cabefb0ef59453f7ebeb,3d62f86afa7c73be2628a3be1423f5a0,2026-08-31T22:19:31.997Z,454.84,11.07
f25eb9a7-8592-48d1-861f-8382fe8e84c6,1,5bf0a3751ac1a1c1253ef97a027b8c13,f6122bc84774df1b372bdb3bb88ddb9f,2026-08-31T22:19:31.997Z,254.9,25.15
a30b6a31-d3a0-43e1-938c-7901ba1560ba,1,9766505cde62429c3629bb6411cd9dc4,916748bc99315c2d202898ae58b1617e,2026-08-31T22:19:31.997Z,89.08,6.87
a30b6a31-d3a0-43e1-938c-7901ba1560ba,2,73f904226d62f004bbd49c022e686999,7202e2ba20579a9bd1acb29e61fe71f6,2026-08-31T22:19:31.997Z,204.27,1.14
aa308686-ad79-4866-ba1e-20c4de44ec80,1,303b5f49ba6dd3d1d40aa3fe9b4f0bf9,8cf21434553b02cbd37c0bbd07e041b0,2026-08-31T22:19:31.997Z,103.32,14.62
aa308686-ad79-4866-ba1e-20c4de44ec80,2,,,2026-08-31T22:19:31.997Z,65.16,18.5
aa308686-ad79-4866-ba1e-20c4de44ec80,3,,,2026-08-31T22:19:31.997Z,112.07,1.82
812e4a79-b96f-4f57-ae60-d90882e2e1a9,1,,,2026-08-31T22:19:31.997Z,183.01,22.49
68ac59b2-e365-4295-9ed8-ab9a6385b2ca,1,,,2026-08-31T22:19:31.997Z,147.2,24.45
6444f4ef-aec6-47d8-950c-2d5430265cf5,1,,,2026-08-31T22:19:31.997Z,331.61,10.73
d8cd6768-17fb-4926-8cde-3bfb2985f93a,1,,,2026-08-31T22:19:31.997Z,134.39,2.86
7328fab8-c8f4-41a4-9282-4dd128e1d761,1,,,2026-08-31T22:19:31.997Z,218.42,31.94
959383ae-b564-4ef0-9519-4226c8edad43,1,,,2026-08-31T22:19:31.997Z,226.91,20.37
59cee1f9-f4f6-4cba-963c-c50ddbae4b42,1,,,2026-08-31T22:19:31.997Z,288.46,21.57
