order_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
28ffe9b7-4194-45a2-9cc4-fe50259199d2,ddf727e8-9742-4294-a511-62cbffc2f838,4,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
02d5384b-b7ac-4ff3-9db4-a2b054165070,30ca4398-eee2-428d-a71f-d52b3e7dcfa9,4,,,2026-08-24T22:38:31.882Z,2026-08-25T22:38:31.882Z
12b42614-f68f-406a-af25-4884bbdae783,b08aaeee-274c-4080-8ea3-0c4945273315,5,,,2026-08-24T22:38:31.882Z,2026-08-26T22:38:31.882Z
f5dc1a25-3e1a-4a1d-9135-f14c219cf668,8a98f506-d000-494b-9d12-89fa26187445,3,,,2026-08-24T22:38:31.882Z,2026-08-25T22:38:31.882Z
829f12e9-db41-4f0c-9954-0443805f4794,6eb1aa33-adee-4b91-ad04-aa068741be5d,5,,,2026-08-24T22:38:31.882Z,2026-08-25T22:38:31.882Z
56b32b4d-dc38-4cac-97b5-699bbeda4186,00d33103-d476-4224-8673-7f755f386614,5,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
1a86d15b-ec2a-41c2-b05f-8714188f1b31,243b75bf-210a-43a1-9c10-a72d4128933c,5,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
7dbbf882-e80c-4c78-b5fb-69edfa4aa36c,c1e86d5c-8beb-4796-91e5-112151f6eae9,5,,,2026-08-24T22:38:31.882Z,2026-08-26T22:38:31.882Z
1570a1fe-7acc-4582-93c0-4eb15730de81,14b6e281-c1b7-4f7f-881e-894dc9614a9a,5,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
13d555b0-1a91-48a1-9099-d4928e47668b,e8e3d772-f8e9-4ede-b601-fd483c47ae1f,5,,,2026-08-24T22:38:31.882Z,2026-08-26T22:38:31.882Z
8a7f84ea-ab90-4493-abf2-f2ad1dd454b5,7338d1f1-80aa-472b-b661-d4164c0aaf03,4,,,2026-08-24T22:38:31.882Z,2026-08-25T22:38:31.882Z
20c7fb72-19b9-4d50-aeb9-d044b0e65761,0ac95b3b-0f2c-40fa-8b98-7148e7d5b023,3,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
ca42e738-480c-46b7-a1a3-a37deffcae2b,6db88c49-6677-4c07-805b-326f222bee7e,5,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
47e93069-20b5-412a-af5b-423ce855f139,2702cc8b-3752-4c69-9f88-e3ec4a2a77ff,5,,,2026-08-24T22:38:31.882Z,2026-08-26T22:38:31.882Z
7a0e6822-1ab3-4515-82ea-e0dbc515cee5,cc4e790d-9031-4166-baaa-3ec10be6d47d,5,,,2026-08-24T22:38:31.882Z,2026-08-25T22:38:31.882Z
41d5284c-ff55-451c-a359-4b70d50e7056,b6fbec6f-be13-4cb0-b179-d0f444a080d9,4,,,2026-08-24T22:38:31.882Z,2026-08-24T22:38:31.882Z
