order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ba5519ad-e8f9-41ac-be7d-875a2127f644,f55bb246eecd1cab4ca24d89b196488b,delivered,2026-08-30 14:54:22,2026-08-31 05:38:23.348454,2026-08-31 14:54:22,2026-09-09 14:54:22,2026-09-22 14:54:22
8b5297cd-d2b5-4fd1-859f-0512e2d2b042,85d7ff05a9a3db8795766481dbb38ed1,delivered,2026-08-30 16:55:44,2026-08-31 13:22:10.187948,2026-09-02 16:55:44,2026-09-07 16:55:44,2026-09-16 16:55:44
65484585-4d4f-4d0c-bd45-9d21f97a3431,40e16d92bed51ffa013c3a7d1bb1e328,delivered,2026-08-30 13:55:23,2026-08-31 03:15:49.031655,2026-09-02 13:55:23,2026-09-13 13:55:23,2026-09-20 13:55:23
c909e475-fa08-416d-8833-f74118d79bdb,e79f3050c5e88a95a083b36f0ddb3f49,delivered,2026-08-30 04:09:13,2026-08-30 18:46:42.582983,2026-09-01 04:09:13,2026-09-10 04:09:13,2026-09-09 04:09:13
3edb62f0-8652-40ab-ae82-7c2811a56eb5,720f6f7d2b4d286d12fda1ea47781302,delivered,2026-08-30 14:12:20,2026-08-31 04:22:50.95658,2026-08-31 14:12:20,2026-09-08 14:12:20,2026-09-16 14:12:20
7bf3250e-a571-4728-9388-f7fa8c0e45e6,380e3164088d255fb4e116a4a01743cd,delivered,2026-08-30 12:15:38,2026-08-31 00:58:51.674331,2026-09-02 12:15:38,2026-09-11 12:15:38,2026-09-22 12:15:38
b586f2f9-df61-4491-b2fd-9a2e7b61926e,5c7f8d14a0a12198d1d07167d7d343b3,delivered,2026-08-30 07:38:41,2026-08-30 13:23:45.876286,2026-09-02 07:38:41,2026-09-06 07:38:41,2026-09-12 07:38:41
38a9701c-2fa5-4947-8c03-1308d403f377,83584c4329669450ef4331e7482e13cf,delivered,2026-08-30 05:17:56,2026-08-30 15:13:21.434266,2026-08-31 05:17:56,2026-09-06 05:17:56,2026-09-13 05:17:56
9c55d223-e7e9-4eb4-9caa-a2f1dbcba10c,1e8e1c62473f56df55197028a8b67324,delivered,2026-08-30 05:07:43,2026-08-30 23:02:26.366684,2026-09-01 05:07:43,2026-09-09 05:07:43,2026-09-14 05:07:43
93024d82-264f-4304-857e-6595a6386ab7,223345b23d267598be393e1b629c098a,delivered,2026-08-30 09:53:53,2026-08-30 10:16:35.974848,2026-09-01 09:53:53,2026-09-08 09:53:53,2026-09-11 09:53:53
dfd2c001-c367-45e3-817b-e6d24193c8a4,b39defc25f6136cf6c7ebac94e4ba2b8,delivered,2026-08-30 22:38:14,2026-08-31 19:36:47.097522,2026-08-31 22:38:14,2026-09-11 22:38:14,2026-09-14 22:38:14
1bbbd7ff-4b7a-4ba8-b91b-233eaa288f8c,f9835897d532524a6e9686847d4db4a7,delivered,2026-08-30 17:51:17,2026-08-31 12:02:01.768566,2026-09-01 17:51:17,2026-09-09 17:51:17,2026-09-08 17:51:17
54376760-f990-4bdf-bbeb-db6af9e3cd7a,ad8653edd19b5fce6af3a75366bcb7b2,delivered,2026-08-30 18:42:30,2026-08-31 04:34:35.137482,2026-09-01 18:42:30,2026-09-09 18:42:30,2026-09-08 18:42:30
278ff1e9-f941-4d2c-927d-0ca255af1f25,9cc241dd34d97a4c8a2d0b63b3ec8105,delivered,2026-08-30 20:03:07,2026-08-31 12:33:46.607926,2026-09-02 20:03:07,2026-09-12 20:03:07,2026-09-06 20:03:07
8936bf46-e191-4fb2-8435-5252ef6c79c6,3186724acb14eb58267a37290a0a962f,delivered,2026-08-30 08:37:28,2026-08-30 18:54:16.010214,2026-08-31 08:37:28,2026-09-05 08:37:28,2026-09-13 08:37:28
1132885b-0728-422f-a691-8ac06221f032,eb0e488592359ee385d18b209e4911b6,delivered,2026-08-30 09:23:03,2026-08-30 14:52:10.960736,2026-08-31 09:23:03,2026-09-05 09:23:03,2026-09-14 09:23:03
9d45cd31-87bf-4f9d-be46-9384e694f8ff,859a7b535e698c33782421bd099629b6,delivered,2026-08-30 09:29:23,2026-08-30 14:47:21.675818,2026-08-31 09:29:23,2026-09-03 09:29:23,2026-09-17 09:29:23
1aac930a-c84b-4f02-b2d7-b63a9081b8f5,68d7530b749aa96df05833de2d337e6b,delivered,2026-08-30 20:50:59,2026-08-31 18:54:50.23494,2026-09-01 20:50:59,2026-09-03 20:50:59,2026-09-14 20:50:59
7710bd35-9468-447c-b852-e88df6ae5a8b,f920395e4693d8730802e67e57e3d3b6,delivered,2026-08-30 12:40:00,2026-08-31 10:56:49.832827,2026-09-01 12:40:00,2026-09-03 12:40:00,2026-09-15 12:40:00
982eb9c8-856b-45be-9645-ac3fb5768c0c,3ca973130cd813782697a76c95a6c480,delivered,2026-08-30 18:15:21,2026-08-30 21:28:18.596398,2026-08-31 18:15:21,2026-09-06 18:15:21,2026-09-06 18:15:21
912a05a2-990f-454e-94e7-e8011dba03c4,c2f181778a12039532d79460d4ba59e2,delivered,2026-08-30 21:46:00,2026-08-31 13:31:49.407513,2026-09-01 21:46:00,2026-09-09 21:46:00,2026-09-16 21:46:00
618314c1-33f2-4ec9-b120-f1361670ee52,83ebc0404ed775bfa7b6a635edb0c08c,delivered,2026-08-30 04:05:39,2026-08-31 02:49:14.54159,2026-09-01 04:05:39,2026-09-03 04:05:39,2026-09-17 04:05:39
12f8ad2b-024a-4817-957c-85f2a162ced1,bc13567372ad405e1fa1c93da7eb9079,delivered,2026-08-30 23:05:54,2026-08-30 23:56:09.478678,2026-09-02 23:05:54,2026-09-08 23:05:54,2026-09-23 23:05:54
b3247bf4-4f47-4c1a-9c7e-03260e2c686f,02a9194295f0ec290cebf3a0e66c98a4,delivered,2026-08-30 06:08:36,2026-08-31 05:40:34.547578,2026-09-01 06:08:36,2026-09-11 06:08:36,2026-09-17 06:08:36
65e76cb7-6169-487c-b1a9-6c83ff7223ac,28d908a1782ec9fd7f094debcbbeecf8,delivered,2026-08-30 08:32:39,2026-08-30 17:30:29.681986,2026-09-02 08:32:39,2026-09-08 08:32:39,2026-09-10 08:32:39
6a32f08e-8522-403d-8337-e87534737e7d,a2d6f67ddab4bf3f030cf1efcf214c7a,delivered,2026-08-30 21:30:25,2026-08-31 01:53:09.518061,2026-08-31 21:30:25,2026-09-11 21:30:25,2026-09-18 21:30:25
46de40dd-0d0f-4a7b-89e6-5255418ebcb2,154f47535f234011acf5637217d4614c,delivered,2026-08-30 05:27:20,2026-08-30 16:58:51.222065,2026-08-31 05:27:20,2026-09-05 05:27:20,2026-09-19 05:27:20
4dd94096-173c-4dba-b136-8e183bbab40b,8bdc3c09b99bbee0dc03992bc03ac828,delivered,2026-08-30 10:19:20,2026-08-30 19:52:18.013106,2026-09-01 10:19:20,2026-09-07 10:19:20,2026-09-23 10:19:20
d89ce2b4-6936-4fc6-8b0a-afea59e21341,d1c2ecfce662c720c6fdd9d1ba419deb,delivered,2026-08-30 08:48:11,2026-08-31 01:42:58.615965,2026-09-01 08:48:11,2026-09-11 08:48:11,2026-09-09 08:48:11
c52d1742-9336-4d15-95d4-7d281fe96ec8,e0cb06a5fc2c774c1e32318765851dd2,delivered,2026-08-30 23:33:25,2026-08-31 16:41:50.200964,2026-09-01 23:33:25,2026-09-06 23:33:25,2026-09-23 23:33:25
6cfa31ad-f74d-4ee6-9ac4-486eecad9288,fcc709844375ea0a1a14bc3c14b2c1ee,delivered,2026-08-30 11:51:22,2026-08-31 08:47:45.537386,2026-09-02 11:51:22,2026-09-06 11:51:22,2026-09-10 11:51:22
4b30ef23-0832-4baf-bb01-62b661f538cf,b9f6e6bf653a8bcdae17201cca6f08d9,delivered,2026-08-30 11:25:07,2026-08-31 02:31:19.853112,2026-09-02 11:25:07,2026-09-09 11:25:07,2026-09-21 11:25:07
5977e922-a369-4ce2-ba43-d685b4826bfb,3e7b6a143331d0a923dbe940e123797d,delivered,2026-08-30 18:39:31,2026-08-31 17:16:00.946902,2026-09-02 18:39:31,2026-09-13 18:39:31,2026-09-11 18:39:31
fa62acc7-b717-4c19-bca6-23e2fcb7408a,531fa8af6b64d371b38b44930ae774c2,delivered,2026-08-30 15:48:33,2026-08-31 09:20:48.221258,2026-09-01 15:48:33,2026-09-03 15:48:33,2026-09-13 15:48:33
4249aea5-1c9f-4176-be42-0c4b485ddcb0,49670b995497cbfd82777f623ec7f825,delivered,2026-08-30 06:47:13,2026-08-30 11:44:09.374872,2026-09-01 06:47:13,2026-09-08 06:47:13,2026-09-07 06:47:13
7fa11c24-ab64-4258-8731-be60b8352bc7,d42db8cdbda56f4cef9e43da03e57c06,delivered,2026-08-30 01:32:22,2026-08-30 13:10:24.021262,2026-08-31 01:32:22,2026-09-08 01:32:22,2026-09-09 01:32:22
96ea94e9-e3ea-446a-a470-9339d5e10d44,09019e777b997c943ed2c3b3b9fb2707,delivered,2026-08-30 04:37:16,2026-08-31 04:22:40.049659,2026-09-01 04:37:16,2026-09-07 04:37:16,2026-09-16 04:37:16
f8a5aa3a-5780-4a5d-94a6-31e660c713ec,a90390cdb48b4c1ddfd36ecc316b6f55,delivered,2026-08-30 08:15:11,2026-08-30 09:01:22.447595,2026-08-31 08:15:11,2026-09-08 08:15:11,2026-09-26 08:15:11
a619961b-3824-4aaa-9d42-dc4b230c5b6e,9035b9048ae02fc3b54e4f46e0cb9628,delivered,2026-08-30 12:23:02,2026-08-30 14:52:03.175387,2026-08-31 12:23:02,2026-09-11 12:23:02,2026-09-22 12:23:02
50b18be4-12f3-4fc8-86c2-0f19aa853b21,b1dc05bae2f03544e45370080331bf07,delivered,2026-08-30 06:17:19,2026-08-31 05:34:43.17376,2026-09-01 06:17:19,2026-09-12 06:17:19,2026-09-18 06:17:19
a0825032-baac-4b2d-9b55-2712fe3633a9,dd340f55b79392c58be2ee54c2004c26,delivered,2026-08-30 17:23:11,2026-08-31 00:48:14.11329,2026-09-02 17:23:11,2026-09-07 17:23:11,2026-09-19 17:23:11
d653e0eb-94ff-4fb3-8e4f-9a9a68b36c97,d7beb95c2f002bd33338f92d720e2f64,delivered,2026-08-30 21:08:24,2026-08-31 05:56:39.597209,2026-09-02 21:08:24,2026-09-07 21:08:24,2026-09-20 21:08:24
92c2b89c-7416-472c-a56a-052aea24d3fa,bc663c6676b42a3a44599580484fde89,delivered,2026-08-30 13:09:27,2026-08-31 02:39:01.913501,2026-09-01 13:09:27,2026-09-06 13:09:27,2026-09-16 13:09:27
00617749-c1c4-49e4-ad3c-1d174eab3220,239d5f9ed5d987b8c323ac8e81641051,delivered,2026-08-30 11:53:30,2026-08-31 02:07:25.778655,2026-09-01 11:53:30,2026-09-04 11:53:30,2026-09-25 11:53:30
5bed6762-fca1-4a88-bb54-9f5c4c7253a8,851fa3e0bf415f6945462c8359258618,delivered,2026-08-30 00:52:27,2026-08-30 19:11:03.906463,2026-09-01 00:52:27,2026-09-12 00:52:27,2026-09-26 00:52:27
