order_id,payment_sequential,payment_type,payment_installments,payment_value
21f37a33-1a18-45e0-a942-5fcc82d9ae66,1,boleto,1,598.49
af25abfe-aeaf-4662-a25c-22abe9b89918,1,credit_card,9,53.16
e99739f9-7b31-4957-ae12-b2b4fda07cef,1,boleto,1,54.010000000000005
918e67da-1624-4534-afc0-04c20c36b70b,1,credit_card,6,67.84
460b0bdf-f8d5-46c4-adf5-307bc4ecfbf9,1,boleto,1,389.67
f26a2ba1-82d1-420b-863a-dd389d22c737,1,credit_card,4,277.27
1e592b7f-4d78-42dd-adb7-33d3271c7352,1,credit_card,6,237.37
4d02d761-8571-41c9-a08e-2e70e1f08509,1,credit_card,5,139.19
ff3398f3-8fa2-4ac5-9942-2674c6f48cbd,1,credit_card,5,296.54
ed7303c4-1d95-4781-85ce-35e4ad0ef232,1,credit_card,5,121.96
7c2e4e59-8387-4de2-af5d-fa98932fcce7,1,credit_card,1,70.61
55e039d8-f8ef-4e01-9000-ada68a2c90f1,1,credit_card,10,82.11000000000001
a73075db-178c-4d7e-9758-0047fbc98da4,1,boleto,1,69.59
f2b93616-7339-40f5-addf-80ba4d3c34f1,1,credit_card,6,205.69
1cc51111-be06-4e41-8a3c-c30b7941e5bc,1,credit_card,6,36.06
b7bed261-95f0-47ed-8f40-ea60e3182445,1,credit_card,3,35.34
be4e29e6-4cec-4d27-8c4f-73456929e59c,1,credit_card,5,375.09000000000003
9da3b6de-d56e-4a05-aa4e-b13ba3c50bc0,1,credit_card,4,248.78
e305c679-2094-44d2-ac46-98b1da16595f,1,boleto,1,219.38
389fba42-552d-4f7d-8796-db2477dcb3b1,1,credit_card,4,287.34
1468b47f-b01f-47d8-bccc-ba0f5fa68e73,1,credit_card,9,183.71
6daf9df2-5ec3-4636-a174-08da51ed1e9d,1,credit_card,3,207.31
feb566d9-95e8-4b88-8258-81ecd391b530,1,boleto,1,540.86
5e39c0fd-fb08-496b-b4aa-4028c4bff5b0,1,credit_card,2,143.93
424fccc7-b3f9-4c7d-9bb4-d89d39236480,1,credit_card,2,191.84
