order_id,payment_sequential,payment_type,payment_installments,payment_value
932da81c-8cd5-45fd-a2bb-d44f0f0ad57b,1,credit_card,10,148.91
952d8416-de20-4d3f-aef3-a6015d90a090,1,credit_card,4,107.62
7287d125-c1a2-44f6-87db-bca14e1e3bbb,1,credit_card,6,273.78000000000003
bf73c452-9b90-472f-afa6-e3a94ebf592c,1,credit_card,7,337.34
b08e5ce9-0056-4c73-ae4f-0c68b82aa569,1,credit_card,3,90.19
ad6e0d75-d428-4a6e-9f4f-6c7fa02387de,1,boleto,1,26.5
1ee8bff6-f6e8-4183-a982-2e377069acff,1,credit_card,8,354.15999999999997
a26ff196-a5e2-468a-8603-5062a1562e73,1,credit_card,3,210.31
e0e85bae-bc36-4974-9d14-c7f382b7b102,1,voucher,1,96.31
9cb39587-356f-4637-9a16-62272f90a749,1,credit_card,5,48.22
d990e55c-63bb-4429-bbab-2abfd008b732,1,credit_card,9,78.48
b10ba5a3-c155-494f-85b0-4d32a0161fa4,1,credit_card,7,126.67
390193b5-7d4c-4844-9694-09a7504add59,1,credit_card,5,413.26
c0125382-b9d8-49c8-a670-7bbe5476c953,1,credit_card,1,158.65
a1fd9894-3b10-4fef-aea3-a901302b73e0,1,credit_card,5,636.8299999999999
393018ac-9825-4a65-8b7a-40aa15363f60,1,credit_card,9,314.53999999999996
99447aa9-bbf7-45f2-a09b-44eaa445a167,1,credit_card,4,50.47
c5966d61-e601-49ad-aed0-9494f51f91f7,1,credit_card,7,230.39999999999998
4e75388d-622a-4d57-b367-67d6db0f3850,1,boleto,1,208.94
c0085ff3-8e9f-40a6-b7c1-9d54494b03ed,1,credit_card,8,70.55000000000001
9daf318a-885a-4627-89e9-e32716328d73,1,credit_card,9,249.25
9110db3b-8c76-462b-aeb0-2591981169d2,1,boleto,1,364.55
e74158bc-ca62-4781-9157-29332ab5f3e2,1,credit_card,3,566.46
19954e31-72ce-49da-8dbc-7e4efcacb68e,1,voucher,1,667.78
56878dd9-b6a8-448c-81fe-0a80b3f481bc,1,credit_card,7,352.06
