order_id,payment_sequential,payment_type,payment_installments,payment_value
28ffe9b7-4194-45a2-9cc4-fe50259199d2,1,credit_card,6,186.44
02d5384b-b7ac-4ff3-9db4-a2b054165070,1,credit_card,5,323.24
12b42614-f68f-406a-af25-4884bbdae783,1,credit_card,7,67.94
f5dc1a25-3e1a-4a1d-9135-f14c219cf668,1,boleto,1,183.12
829f12e9-db41-4f0c-9954-0443805f4794,1,credit_card,9,547.03
56b32b4d-dc38-4cac-97b5-699bbeda4186,1,voucher,1,127.66000000000001
1a86d15b-ec2a-41c2-b05f-8714188f1b31,1,credit_card,3,156.82
7dbbf882-e80c-4c78-b5fb-69edfa4aa36c,1,boleto,1,529.3900000000001
1570a1fe-7acc-4582-93c0-4eb15730de81,1,credit_card,5,125.45
13d555b0-1a91-48a1-9099-d4928e47668b,1,boleto,1,510.24
8a7f84ea-ab90-4493-abf2-f2ad1dd454b5,1,credit_card,4,335.92999999999995
20c7fb72-19b9-4d50-aeb9-d044b0e65761,1,credit_card,5,75.63
a9c31cac-b357-47f6-9a86-275cba4e0d9b,1,credit_card,4,149.62
ca42e738-480c-46b7-a1a3-a37deffcae2b,1,boleto,1,129.97
47e93069-20b5-412a-af5b-423ce855f139,1,voucher,1,199.94
7a0e6822-1ab3-4515-82ea-e0dbc515cee5,1,credit_card,1,14.52
41d5284c-ff55-451c-a359-4b70d50e7056,1,credit_card,9,147.75
dcc19a80-85c2-4db4-9d2b-3f571974d330,1,credit_card,1,22.41
df61fa30-24ab-4509-b3f4-f1910d4d1693,1,credit_card,3,199.46999999999997
5dd7b4e1-30c0-4aa3-8b94-2ed414edeb54,1,credit_card,3,254.23
7cdcadaf-217b-42ae-87c0-988b3e7a6808,1,credit_card,3,601.47
7a86c582-6818-4575-9ed7-9cff77f45dd1,1,voucher,1,323.19000000000005
37cc3995-d539-4d31-8b53-3e5ecd7fde4c,1,credit_card,1,32.1
209d4411-1b03-4d23-97fb-fdb020d0c248,1,credit_card,6,219.23
b3a8d837-bb6d-4d1e-bfb3-5724046f9115,1,credit_card,7,245.44
974f7eec-85f6-4c29-adeb-e3bdfc993bbe,1,credit_card,5,353.43
e58d401e-ab54-4801-9c24-0021ade199d6,1,boleto,1,463.46999999999997
923c4632-63c6-4a82-aff3-c4813eda30c8,1,credit_card,10,137.65
6dc598aa-40c5-4421-924f-51c92d6247ca,1,credit_card,7,154.73999999999998
8963d0a5-35c6-4d77-ab9b-5c9078f87634,1,credit_card,10,348.37
207e75ba-f49c-433d-ba6d-04f74daad41b,1,boleto,1,247.33
1b9c6bb7-ea27-4cb7-9f55-1506e393c11b,1,credit_card,5,528.77
ec8daeff-7e04-488d-8349-4d19b59cc429,1,credit_card,2,218.67000000000002
e384054c-31c9-4235-a252-387e36393073,1,credit_card,9,310.58000000000004
1f6b275a-ec8b-4de2-ad18-4de463a790dd,1,credit_card,3,220.95
6ab5fec1-aa52-41cb-9fbd-093cdd74d45a,1,credit_card,4,296.91999999999996
a3098f2f-8ebe-4fd7-80f1-30f0659b51b4,1,credit_card,2,615.77
1905e8da-d7fa-4ef4-8f73-0e5805593d1b,1,credit_card,9,325.1
ccceea10-5029-4053-befa-2185bda5b12d,1,credit_card,8,110.44
db760e90-2ff4-4d01-a81f-61c982e9d9ab,1,credit_card,4,160.99
4e31903d-144c-41fa-94a3-fdba067b2893,1,credit_card,7,58.730000000000004
6c9b1d73-3b23-403c-aa8b-9438d7951a95,1,boleto,1,367.40000000000003
0c280da6-be8f-4b76-813f-2f8a4a43479f,1,voucher,1,411.25
7052ed60-b612-4a2a-883a-6750593a3dc7,1,credit_card,8,239.62
303392d4-1400-4b25-9945-ee77ce57c12f,1,credit_card,8,333.24
ae88a37d-dc2b-466c-9e78-63c956626131,1,credit_card,8,85.92
6f8c1fc0-a7ee-415d-9d9f-e7ab52605513,1,credit_card,3,628.12
6a5bf1df-abbd-4c03-afc2-9cd83d05500c,1,boleto,1,803.82
6e2c79ae-8ee8-4ec8-8211-5ee7b35c9ddd,1,credit_card,2,402.69
6e9556da-270a-4715-8ca2-f89d8b2f83d8,1,boleto,1,418.86
ccd29a97-0c0b-4f3f-989e-a92859108434,1,credit_card,1,284.05
b6179283-ef12-4c48-811e-a0a52e58a20e,1,boleto,1,45.35
699513dd-6c65-4783-a393-7803da02949d,1,credit_card,6,500.62
7ccfb8ff-467b-4745-9801-abbd1cce9fc8,1,boleto,1,330.18
114b0bf8-e772-4465-936f-a6d385895108,1,credit_card,6,371.01
312beab3-efce-4013-8ac4-6fb520e003ce,1,credit_card,4,46.41
d6c48fe2-6203-444e-bf34-b649cece4ae9,1,boleto,1,297.35999999999996
3f939854-9bdd-4395-8040-98852aa6b96d,1,credit_card,3,416.38
5fd71bf1-2fed-42c1-8d46-e2777186d4e1,1,credit_card,4,561.2199999999999
e79d8ff9-8655-4d1a-8d1a-9231ddd7f697,1,credit_card,8,100.77
7f45c397-b7db-436d-aae3-d0e25cee8299,1,credit_card,8,232.22000000000003
11380632-e48e-4186-8635-6823c58c6e01,1,credit_card,6,424.46999999999997
