order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
f1219360-fcf3-414f-a0ad-0e91c9642a5c,8abb33c08bdc30fb47a63c25da22395d,delivered,2026-08-26 18:37:25,2026-08-27 06:56:06.555484,2026-08-27 18:37:25,2026-09-01 18:37:25,2026-09-13 18:37:25
5ba0fa82-dcf3-45cd-b433-d817a69a7e38,90162d136020a80dcb381eb7a112f574,delivered,2026-08-26 02:37:31,2026-08-26 14:16:55.459138,2026-08-29 02:37:31,2026-09-08 02:37:31,2026-09-09 02:37:31
ff5b14a8-fac7-4df8-b568-e89f77e700ce,3a49e8d992f0898c0213836c71f8f7e6,delivered,2026-08-26 15:49:14,2026-08-27 09:02:52.910798,2026-08-27 15:49:14,2026-08-29 15:49:14,2026-09-03 15:49:14
d5754aab-f43a-431f-874a-af6c00435785,131227776a8b159a13938a0abfa95c5f,delivered,2026-08-26 03:03:07,2026-08-26 04:33:36.760981,2026-08-27 03:03:07,2026-08-29 03:03:07,2026-09-22 03:03:07
06f87a31-caf2-4639-8ba5-10d736116d7c,a9acf77b6991d6bf1eea76ec090c2a4e,delivered,2026-08-26 00:58:24,2026-08-26 16:57:50.331692,2026-08-27 00:58:24,2026-09-03 00:58:24,2026-09-12 00:58:24
17454ac9-58fe-4c39-b5d6-355719db00cc,dc6c2fa08420a97bcac582d6cf08742d,delivered,2026-08-26 12:42:11,2026-08-26 19:34:34.089902,2026-08-27 12:42:11,2026-08-30 12:42:11,2026-09-16 12:42:11
9ace658f-0097-4764-a093-5f528bc3d7e1,93b714c0a47ab24bfadeae5a0d33ce12,delivered,2026-08-26 23:07:54,2026-08-27 19:28:34.486293,2026-08-29 23:07:54,2026-08-31 23:07:54,2026-09-13 23:07:54
44935e78-d53b-470a-882b-f8af837bb029,9722587eb1c172a4072889c0c06654f6,delivered,2026-08-26 18:33:51,2026-08-27 18:30:50.786112,2026-08-28 18:33:51,2026-08-31 18:33:51,2026-09-22 18:33:51
c79760a7-f10b-453d-9875-ee0324318c9f,3e7b2479252ab3087413e44eb3354263,delivered,2026-08-26 00:49:08,2026-08-27 00:23:29.941148,2026-08-29 00:49:08,2026-09-01 00:49:08,2026-09-07 00:49:08
63ecd9ce-466e-4e19-8fe1-6431795c1354,de416864fefbc148110c3951c25fe872,delivered,2026-08-26 02:39:02,2026-08-26 03:05:22.008247,2026-08-29 02:39:02,2026-09-04 02:39:02,2026-09-05 02:39:02
db4d79f1-93b4-4ca8-a68e-1127c160252c,dd6f4cc5de02738b4f29ff7da1116e14,delivered,2026-08-26 08:08:29,2026-08-26 21:32:24.997778,2026-08-27 08:08:29,2026-09-07 08:08:29,2026-09-13 08:08:29
cdb0a7a1-11b6-4b6b-ba9f-7742a090c191,30119e3989513937a4c0e9e2a92f8767,delivered,2026-08-26 09:58:31,2026-08-26 18:11:13.941204,2026-08-29 09:58:31,2026-09-02 09:58:31,2026-09-21 09:58:31
9f54d3a1-4bc8-425a-9ff3-55b88f538afb,c704a251b5b82dd1600d4698fdaec3e8,delivered,2026-08-26 21:43:11,2026-08-27 09:17:40.395002,2026-08-29 21:43:11,2026-09-04 21:43:11,2026-09-14 21:43:11
18ad153d-39b0-44ad-a4b6-e221b57cc61a,71b2bd715574fc1ec384f8ded6573e12,delivered,2026-08-26 20:33:56,2026-08-27 03:59:33.40594,2026-08-29 20:33:56,2026-09-02 20:33:56,2026-09-20 20:33:56
a79fb5ba-637c-4b07-87cd-5488e01f8188,d7e0de0dc840ffdceac2f485e78c0b3f,delivered,2026-08-26 12:10:21,2026-08-26 23:56:43.681216,2026-08-28 12:10:21,2026-09-04 12:10:21,2026-09-14 12:10:21
a5fb28ee-feba-4f66-8a51-a72b8834c8c2,b0f7d66b4d70db11231afb73b21560f6,delivered,2026-08-26 12:22:01,2026-08-26 23:31:55.465017,2026-08-27 12:22:01,2026-08-30 12:22:01,2026-09-02 12:22:01
1e0ad549-1f89-416a-aadf-697c61119c14,cdf85d0d3bca555a030e00a95504ffca,delivered,2026-08-26 04:33:09,2026-08-26 14:33:40.189663,2026-08-29 04:33:09,2026-09-01 04:33:09,2026-09-15 04:33:09
92d059b0-3ec8-4cc0-bf7b-4bde331c2725,a9f71f4f860e3954721e0f6b77c58fc5,delivered,2026-08-26 06:57:19,2026-08-27 02:02:00.471054,2026-08-27 06:57:19,2026-08-31 06:57:19,2026-09-06 06:57:19
7cce3a9f-e471-4960-928a-0f8b1d5b45f8,758e64c1a6e4fda4017265734e140f12,delivered,2026-08-26 18:23:23,2026-08-27 03:05:56.328175,2026-08-29 18:23:23,2026-09-02 18:23:23,2026-09-11 18:23:23
8d65a73f-c727-42d9-848a-429e3f4cd36b,726b7af7fc5edf3f4276a0ea74249b18,delivered,2026-08-26 18:10:58,2026-08-27 11:11:10.957181,2026-08-29 18:10:58,2026-08-31 18:10:58,2026-09-22 18:10:58
43d99dab-0685-48dd-988b-c2f514249f61,99e0d264323d48ab8442c307fecfc947,delivered,2026-08-26 12:15:23,2026-08-27 06:36:19.535481,2026-08-28 12:15:23,2026-08-30 12:15:23,2026-09-05 12:15:23
289c181f-ea59-4bc2-b06d-e19e8b45505d,969769c94ebf3a6fa4c36060dbffab4e,delivered,2026-08-26 14:30:08,2026-08-26 19:02:55.938346,2026-08-29 14:30:08,2026-09-04 14:30:08,2026-09-16 14:30:08
aeb11f17-5a5a-4f9e-aabb-0edea7748c91,804c3fcfa00f15adc54c342c2971b2cc,delivered,2026-08-26 06:19:43,2026-08-26 23:31:35.003911,2026-08-27 06:19:43,2026-09-01 06:19:43,2026-09-11 06:19:43
bd996a69-2f0b-4a0f-a5ac-c0ef22ce2d33,7a8a10e8ec473360ccb95041ec69365d,delivered,2026-08-26 19:17:19,2026-08-27 17:35:32.495803,2026-08-28 19:17:19,2026-09-05 19:17:19,2026-09-16 19:17:19
