customer_state,customer_city,customer_id,customer_unique_id,customer_zip_code_prefix
AC,Senador Guiomard,adbb6cf458f5e432340801c4bb8c16ff,85c3726baee0e11d07b88888586cb59f,69915
AL,Santa Luzia Do Norte,77311c5e39497bf57a622362656e3c2c,1e0ba31a60f3d05caf66a97fa204fbca,57100
BA,Milagres,4ca9a0827276e08dc7f6501766861b04,81e1e6fb1bbc3a061c8c5f6c9ffa9650,44720
BA,Planaltino,4de495b9945a8375377fe484c4e14269,61ad89afab05ce09bbcd4375b3aad423,44830
BA,Santa Brigida,6a4c9db2ee893f033107b06b2750fab0,786f90d2ecc84ed6f727b18c16752bb9,40713
DF,Ceilandia,9b581e0364d30b233f7653122203e387,29c8fe182fa5d31ddaf0d32285d2a0a3,73083
ES,Sooretama,5f826ac16360ac7e4a5ca1c43e37950d,950fde4e1f30b90445620d10f1cc814c,29164
GO,Goianira,8192999f1c06e98c177d5cdaf31d7412,d9f6eafc15ddf1d4537ddd6f0e029df1,74150
GO,Rio Verde,9703b7581528b85f8a8ab7bff039eea0,750ebfedd33d04b145ae5819f28c16af,76310
MG,Arceburgo,b0a59e1efebe412e0c594fdea8966fa2,d4a51c85abe4e64a4215d46b4177a44d,38181
MG,Belo Oriente,b5fbe4b143d1ca0c98e44f346c36b63b,4e299468155b9ba92749a364d01ecf81,31742
MG,Belo Oriente,547dbb57ee7806557d8c8ac8feb3cc93,3c2b68df85eaf13645391c7f681708fe,30230
MG,Grao Mogol,46aa2c4ba592ef26df10b2ff62e349d8,1504093af6c55e0ed58b85d1206dd5b5,35051
MG,Liberdade,1e9d08279906bfa93811f5d8b8c92523,7976816fe0dc32e630bd83d0e7295a33,36700
MG,Manhumirim,58d224b8fe4396a04e4fa66f7a982941,94ce6e59ebca509a8c4cc9d8db48eddd,36900
MG,Nova Ponte,4d5ad499182eec2023662b93e804e9a4,b692391a3475130e918c2ffd84fa0413,34003
MG,Nova Ponte,737f9ac7c2fad62ec717bbe3583c02f2,2c1675ae9bb1c3a554ff3885da68524a,34006
MG,Sao Jose Da Barra,e28eb9092b15da1e8ad79eed5ccb6912,0ada46296e2454b568f32413b14defe1,32920
PE,Pocao,626a0f18050903535ecf8e312a5c028f,615eb18afcde37c5ed09c9d4109c41fa,56327
PE,Pocao,13518d3af2e425cc97f19d1c8919808e,7a30c2f4ee4d9f8370e1ed8acf3eefb4,56310
PE,Riacho Das Almas,e9ed9b2bcc5b3985d138e87418f5de3f,e9070d590d0def571e12b7ab2563e380,51280
RJ,Engenheiro Passos,179ce7b20547f6b553f8a62336e77a7e,40c60067a0df37e3a00f6e12549ee5c7,25212
RJ,Itatiaia,1bb24fe0dc7571ac3c3846460c93edff,4ed6f838ded54fddab3d9d614a0c7b0d,28300
RJ,Nova Friburgo,c176ef68bc3812b4665d939ef7b10d92,95a2d01bb5fd196babd4b379dc8e4c94,24230
RJ,Nova Friburgo,796f62577d52d0b9ef08fbd43ef53d45,e208e280c8d8debab258793b0ce264ba,24220
RJ,Nova Friburgo,932c1d1714159ec293a693272c3a1335,87c89a7f5fca6666fe5ea51e8b696702,24220
RJ,Rio Bonito,3a66c9f9a3d8b6ad570575d6222e02e1,2c58b40e06692ebb87801b26f543f40b,27542
RJ,Sacra Familia Do Tingua,0af8a25fb0b6f833724bb5818275807b,e2538fcd738167049ed245b8f2576bcb,21051
RJ,Silva Jardim,2c94f489b623224edf7fa984b32fd68c,74a4f9d76fbe2a84d70da33ce66e2e18,23893
SC,Aguas Frias,40efcb2188d8a35075b6ea52d2302943,553d4ddf98f0c04aa7e4a938826eb335,89654
SC,Forquilhinha,e3aa506516263812f35b7a8636afc9b5,edc7b8dab3575d0af63b7c5954edc732,88058
