order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
28ffe9b7-4194-45a2-9cc4-fe50259199d2,1,a79c0d179a6de79b23a81b64b3980c04,e883aa812c37a7413226856f4579fe91,2026-08-31T22:38:30.598Z,8.24,34.89
28ffe9b7-4194-45a2-9cc4-fe50259199d2,2,3eb6b55ec8635498193d4fc3d264e6a3,33dd941c27854f7625b968cc6195a552,2026-08-31T22:38:30.598Z,54.63,19.39
28ffe9b7-4194-45a2-9cc4-fe50259199d2,3,93709a210f8c878e1d9b12ff28580f2e,ed46f1eb4a638113deb2a1137b5f22e9,2026-08-31T22:38:30.598Z,67.12,2.17
02d5384b-b7ac-4ff3-9db4-a2b054165070,1,0e5c138ca746633922f8ed55b2c3d005,fe49ee029e61e789a1f3a5525f57ba8d,2026-08-31T22:38:30.598Z,304.93,18.31
12b42614-f68f-406a-af25-4884bbdae783,1,37e25cb997fa9c3559b68928bdddff23,0c8380b62e38e8a1e6adbeba7eb9688c,2026-08-31T22:38:30.598Z,35.29,32.65
f5dc1a25-3e1a-4a1d-9135-f14c219cf668,1,da7da0c2d3f2dbb32bee4ad3cf467fc6,05d2173d43ea568aa0540eba70d2ca76,2026-08-31T22:38:30.598Z,155.46,27.66
829f12e9-db41-4f0c-9954-0443805f4794,1,3ed88583f131691a34dbc2b4e4f83f2e,6fd52c528dcb38be2eea044946b811f8,2026-08-31T22:38:30.598Z,220.62,27.32
829f12e9-db41-4f0c-9954-0443805f4794,2,e87093a08e761c9fbf7dd461227f66c1,c43d924a0f1688ee9fae0efcd6f539d4,2026-08-31T22:38:30.598Z,272.36,26.73
56b32b4d-dc38-4cac-97b5-699bbeda4186,1,0c3e039a06ef40bce9a30c05a247f77e,876182d1918783bbe15233febfbd4926,2026-08-31T22:38:30.598Z,107.29,20.37
1a86d15b-ec2a-41c2-b05f-8714188f1b31,1,ca00817d14c90f75f3695ef75030c907,1b7e5006cb25dd23ce8686691013b121,2026-08-31T22:38:30.598Z,155.29,1.53
