customer_state,customer_city,customer_id,customer_unique_id,customer_zip_code_prefix
BA,Cairu,4d724ca7f32d3adc6ab49b2395c07a92,d1bae22c4db8ca260397132fd64da85a,46400
CE,Fortim,c3a6861e7c7fdebbb91ca4cb1dbdf7ed,657a2aa7d0f5fb6512b399bc4bf6977a,60110
CE,Solonopole,a6468b1856e4a74b6c786117e626749f,93294dc7b6fa1da27bc28d1a8db5e8a4,62015
DF,Ceilandia,7343c19728d9499883e74b93863dcefd,c38c61e6e0db3f20cd3ce925d795b5a0,70255
ES,Conceicao Da Barra,eb48ab464500f361c68e031087e573cd,1128c1fa085cce5576a2aef4b694a1b4,29700
GO,Goianira,d1745188ff90181d92cba0b15ca4ecae,f73316600f28297f791764283182dc4e,74583
MG,Belo Oriente,87ee8a4955118ec3f3077ac7bb6faaea,afd63872a9881751b87b82d45e4a468c,31510
MG,Divisa Alegre,a0c1cb74483d60b2e5216cfc072945fd,e8217a5e509faf569207f63da85240d2,35501
MG,Itutinga,ca8e64f053b344bdd8de796e3e6e5346,770f0c82878b6013388ae367fad940ae,38280
MG,Lagoa Dos Patos,7606a0ab620848954d04ab711d463100,29488261a24e871ffa002bcb2af944c0,35590
MG,Mutum,5f19064157276155bd49bce992a378a4,9a8f5956baf4c67886d91bee7bd5a50e,36881
MG,Paraopeba,1c856348dd9199309cdf983663318660,6ec68d9ec060ab161708178bf6e997fd,37660
MG,Pirapora,944ad7299db6b270609f52b1114ec87b,195499d29835ec5b94af4457c1c186e9,36730
MG,Santa Margarida,cd2b0b6fa9ebbfb21e1f95f5ec70db2d,c04dccbb7aa2e6073045c4c85d4c3078,33115
MG,Taparuba,a9aae87dfdb515be22e98a2054e53978,1e2a7d3a4c0c008ff480ac0f06e613f4,39550
MS,Caracol,05e78773584363a69d4f710642402ad1,d4a10e5b8973506abf64fd987af0c900,79112
MT,Tabapora,96ac810815088c988ee333614f60ae67,b7c57093fe43116125c38a82f58d7105,78890
PB,Belem,119964566e4c0cbef2dac4d8a4291338,e24fa7f40f8975819f43612ca3c3c3ec,58306
PB,Junco Do Serido,ca15e4c46c4f5189d76a5e578ba6c1e0,b5686a5d7847c086db5d0774188f7821,58013
PE,Jaqueira,2455e60f97ac33afd680f99a68760caa,f3914fdcecde6f1e5a93a60f476629cf,54330
PE,Tuparetama,38add232fe69139e5bf22ec141a8d5fa,4702ba5faa8283e0f6b6a545cdaf8a9f,56870
PE,Vertentes,192c6d78c5af56baf060b9b2792bdbb5,2d36150566df190083b883ed2f12cc7e,55270
PR,Curiuva,85db54b09a38693e4c2ce4c613ce9ee8,aeadc942e7429916b5121e2e3e03e4c3,81050
PR,Curiuva,059f60d3b37627f51e73eec500dfa1a8,db634985638ec4b6abf8734d7adde1ab,82800
PR,Curiuva,29ff1b18d2d0e7b26c2ee3e15eb1393c,1bf6b1ecbcccf2ed5140391d83c19d03,80530
PR,Loanda,bc4107b4d96e42f69d48eb51dd533e1b,ee33b26ea0375dc14f17a2371e6f6537,85826
RJ,Rio De Janeiro,366b4b63cda57be7ca46ecb33ee71f4e,471198d28ccac06a1448f8928c8681e2,28897
RJ,Sacra Familia Do Tingua,edf0b9f3196ff6f4702be2d540f684d4,171d92af5bf025428dfc2fd869eb8a04,21715
RJ,Sacra Familia Do Tingua,bb770c5def3cd3c1c16e76579a614abf,9b4dc5f3bf6d6ff2ec0eb2cb7230395d,22250
RJ,Sacra Familia Do Tingua,9bfe7794e18a8c329058e8a117cde1f4,3e7eda395b302a81dfa2490849f6168c,23063
RJ,Sacra Familia Do Tingua,b6d43bdf1d5537d9a1d9011e8044eac6,b5f89c3cd7b7493038797546b5060085,21864
RS,Guapore,eb3fca4e06e504332655bbfc8b689609,de0d902c8497c4a8103a81afd8cc5b5f,92500
RS,Jacuizinho,566073786b37e7216ae4143163dc4499,de244e8b1a13939a7b33c3c6e4216ead,93900
RS,Porto Lucena,64e63ced9363b9c6db11a74b66cdf47b,2cfe3996ebb7af43df99777cf37512d3,90020
RS,Soledade,72bf3d263baa8682be8224662f7e3671,8318fcb22f90a345cc35086333d3b13c,96900
SC,Armazem,cb03d8ae2fe62405d0814de807d8a369,04ec69b79016471f4fbca1f9c00ce65b,88906
SC,Forquilhinha,25d92c6c06f5fbdfc66aa5d91a5b17a4,77478d54ce0ee01c276292d8579f478b,88025
SP,Campo Limpo Paulista,a75ca30b933e47441e6edf4c990647e4,b55b8421b976688d55c90683411ed21d,13049
SP,Cerqueira Cesar,829ac87220f69e8e77ce44c3f4110288,ddc5c502bf2c3d88d51f22ec90c41dc0,15895
SP,Cravinhos,6f9a964fa04ebecf999971e89b370a1e,018974568b0b5a8c395465dee270c3a9,06700
SP,Itapirapua Paulista,35501ba94ff1f47d8ed65ad2670c9282,26d1b63e9b8478f84f87188c4877049e,13970
SP,Itapirapua Paulista,d990271a4a5aafef194d5cd0ea385bde,d3eaad8e919dac57ba5faa9ae7799e5a,13972
SP,Marinopolis,bdd9bb367691eaf89c399e50c1b52b1d,f48786e8f17bab5cef0c96e0ef818d39,17520
SP,Ribeirao Preto,9b984a4c5a7c0a4e112339194b6f8b1b,4a27f0b4e615de68d26f4e5495a42b45,09407
SP,Sao Bento Do Sapucai,441e8f9ce668a66fc69c9026a92fa862,46fae5e7a53feb44b1d3922d4cd51694,11050
SP,Sao Lourenco Da Serra,5e39953d1ba9f7f91224484c73f3b0bb,9db736f5dfadeaaffc980162da2c3a3e,12240
SP,Sao Pedro,476bca4f2695455d0132d376b6fa9c5a,8320b7ee3f8c74fe3b817291f375bb4f,03303
SP,Sao Pedro,0554a7ce361c9f2dd3474c57f5baa308,1325f03c225628f41a97fa5a586fa401,03448
SP,Sao Pedro,e28848a09b5a8507b3f864b74c9a7d22,8d53ffec81bf60e4678311172749d6f6,01305
