order_id,payment_sequential,payment_type,payment_installments,payment_value
f1219360-fcf3-414f-a0ad-0e91c9642a5c,1,boleto,1,214.73
5ba0fa82-dcf3-45cd-b433-d817a69a7e38,1,credit_card,1,241.20000000000002
ff5b14a8-fac7-4df8-b568-e89f77e700ce,1,credit_card,5,794.94
d5754aab-f43a-431f-874a-af6c00435785,1,credit_card,3,567.11
06f87a31-caf2-4639-8ba5-10d736116d7c,1,boleto,1,495.51
17454ac9-58fe-4c39-b5d6-355719db00cc,1,boleto,1,164.36
9ace658f-0097-4764-a093-5f528bc3d7e1,1,boleto,1,292.74
44935e78-d53b-470a-882b-f8af837bb029,1,boleto,1,295.26
c79760a7-f10b-453d-9875-ee0324318c9f,1,boleto,1,554.21
63ecd9ce-466e-4e19-8fe1-6431795c1354,1,credit_card,8,47.22
db4d79f1-93b4-4ca8-a68e-1127c160252c,1,credit_card,2,242.38
cdb0a7a1-11b6-4b6b-ba9f-7742a090c191,1,credit_card,8,126.27000000000001
9f54d3a1-4bc8-425a-9ff3-55b88f538afb,1,boleto,1,82.3
18ad153d-39b0-44ad-a4b6-e221b57cc61a,1,credit_card,9,345.94
a79fb5ba-637c-4b07-87cd-5488e01f8188,1,credit_card,3,355.51000000000005
a5fb28ee-feba-4f66-8a51-a72b8834c8c2,1,credit_card,5,129.89
1e0ad549-1f89-416a-aadf-697c61119c14,1,credit_card,2,57.62
92d059b0-3ec8-4cc0-bf7b-4bde331c2725,1,boleto,1,19.509999999999998
7cce3a9f-e471-4960-928a-0f8b1d5b45f8,1,credit_card,7,49.36
8d65a73f-c727-42d9-848a-429e3f4cd36b,1,boleto,1,89.17999999999999
43d99dab-0685-48dd-988b-c2f514249f61,1,boleto,1,258.77
289c181f-ea59-4bc2-b06d-e19e8b45505d,1,boleto,1,33.31
aeb11f17-5a5a-4f9e-aabb-0edea7748c91,1,credit_card,1,436.68
bd996a69-2f0b-4a0f-a5ac-c0ef22ce2d33,1,credit_card,9,202.41
c6f2d658-2a1e-4857-8e1d-1b0012e2029a,1,credit_card,4,951.7
4ad6dab9-d623-4410-99f2-466ea2ebc95c,1,credit_card,7,382.0
b1ea88d2-7d62-4fa4-897b-7a4685d95857,1,credit_card,1,441.47
0736fae5-2c62-48c2-86f7-c4ed49ece4be,1,credit_card,5,625.06
b433b5dd-d59b-4116-abc5-68584a9ce0ef,1,boleto,1,106.02
dd1ab896-86d5-4151-91fd-381b3a2ae85e,1,credit_card,2,661.52
cc88ef68-55ca-42d6-be68-d99bb2b1adea,1,credit_card,4,13.68
ee120ea7-a3e5-4723-8030-46953017c81d,1,boleto,1,270.57
5e20d684-87c3-4f03-b151-daecce7c8a28,1,boleto,1,20.700000000000003
e357821a-2813-4b25-930d-89890aa12c91,1,credit_card,8,396.49
b6acf7fe-edea-409c-891c-d67622c0271f,1,credit_card,3,480.72999999999996
1485c149-f896-447d-879c-5d014015d821,1,credit_card,8,39.04
8ff738c0-4cd3-4420-a1d2-c6330f0785c9,1,credit_card,2,111.4
e89ebbc4-2de6-4266-a9b0-417d0cc22c86,1,boleto,1,599.19
24619dc4-0b70-498e-aa73-e159c5568453,1,credit_card,5,320.5
f4bd7868-980e-4d2e-a3de-40e256bf87f5,1,boleto,1,146.5
692d47ca-c5d7-4a70-bc57-615377b830a3,1,credit_card,9,236.60999999999999
b33e109d-bd51-4afe-b3b9-033f87aa1c36,1,credit_card,2,52.86
a3f9b81f-8237-4940-b540-21be26cc34a2,1,credit_card,2,179.01999999999998
ee6e823e-cc32-4587-b59d-d416dfb6f63f,1,boleto,1,132.35
93d41a93-ae49-4c60-a2da-8cf966c34f84,1,boleto,1,91.91999999999999
7dfdf94c-970c-4442-b014-68adca990cfc,1,voucher,1,232.44
8aa683b7-4fad-491b-b731-84f0f600c1f0,1,credit_card,7,149.89
608e2685-62e8-4088-9b57-f71c60b8b3a7,1,credit_card,7,272.59
9e59d1d5-b9ac-456c-b2ea-8682e099c43b,1,boleto,1,469.37
418c2fd9-c73c-4e98-af64-bf7bc2a3d471,1,credit_card,8,404.17999999999995
23aeb8a5-a8ad-480d-b2f6-3760388b9ebd,1,boleto,1,93.71
a3fefc2c-906a-4afe-a01d-0153cd06f088,1,boleto,1,702.1500000000001
581f29cf-7ef4-4d35-93df-6805b9dab8ba,1,credit_card,8,953.5600000000001
1fedd51b-9c34-420c-91fc-31880090a038,1,boleto,1,322.52
e226469a-702f-48f9-9a5e-c2c6a3f9e9ef,1,credit_card,7,412.07
c395aa49-5502-4bb9-a395-ff7da9bcf541,1,credit_card,7,256.58
9bcba2e7-fcc4-4a2d-99ed-32320ab442f3,1,boleto,1,37.269999999999996
4f3b1974-a4c6-4f6b-a6b2-97ee6b9d1820,1,credit_card,1,440.07
bb94ccaf-4047-4243-87e9-63a7d3af464e,1,credit_card,8,64.59
95b842f8-f021-4542-a793-188214138976,1,voucher,1,268.49
0db231ad-406c-4f84-8eb4-07841ae380c4,1,credit_card,7,28.519999999999996
5765b892-65e1-4afd-8ef2-e379e18ceaf1,1,credit_card,10,369.97
d58c88e5-aec0-4037-959c-02436a40c2f9,1,credit_card,4,11.25
d978ea20-9673-4255-9051-b6f6f4e1e692,1,credit_card,2,43.39
b94cbb58-db84-4312-aeee-df33f4e7ee0d,1,credit_card,10,226.46999999999997
3f56cf9b-04ce-4245-a2ef-b11e804cf903,1,credit_card,5,371.99
