order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
db51a240-088a-47bc-b7d9-f9f06e44b544,1,a79c0d179a6de79b23a81b64b3980c04,e883aa812c37a7413226856f4579fe91,2026-09-01T00:04:22.709Z,197.93,11.79
db51a240-088a-47bc-b7d9-f9f06e44b544,2,3eb6b55ec8635498193d4fc3d264e6a3,33dd941c27854f7625b968cc6195a552,2026-09-01T00:04:22.709Z,132.65,31.09
db51a240-088a-47bc-b7d9-f9f06e44b544,3,93709a210f8c878e1d9b12ff28580f2e,ed46f1eb4a638113deb2a1137b5f22e9,2026-09-01T00:04:22.709Z,436.97,36.83
7aa4cace-3b1e-4edf-a7da-25169f3a1ead,1,0e5c138ca746633922f8ed55b2c3d005,fe49ee029e61e789a1f3a5525f57ba8d,2026-09-01T00:04:22.709Z,150.08,17.82
d21153d7-ac8f-43e3-a044-817b4fb499ed,1,37e25cb997fa9c3559b68928bdddff23,0c8380b62e38e8a1e6adbeba7eb9688c,2026-09-01T00:04:22.709Z,398.29,2.76
a7a3695e-d40c-4ae3-8e70-fd104f38047f,1,da7da0c2d3f2dbb32bee4ad3cf467fc6,05d2173d43ea568aa0540eba70d2ca76,2026-09-01T00:04:22.709Z,132.35,22.05
a7a3695e-d40c-4ae3-8e70-fd104f38047f,2,3ed88583f131691a34dbc2b4e4f83f2e,6fd52c528dcb38be2eea044946b811f8,2026-09-01T00:04:22.709Z,164.1,13.81
e1b7ab0c-42e4-48f5-b059-dafd622f479d,1,e87093a08e761c9fbf7dd461227f66c1,c43d924a0f1688ee9fae0efcd6f539d4,2026-09-01T00:04:22.709Z,262.02,25.47
e1b7ab0c-42e4-48f5-b059-dafd622f479d,2,0c3e039a06ef40bce9a30c05a247f77e,876182d1918783bbe15233febfbd4926,2026-09-01T00:04:22.709Z,78.46,3.98
930e380e-c1db-44c0-b1d9-1f9483f67607,1,ca00817d14c90f75f3695ef75030c907,1b7e5006cb25dd23ce8686691013b121,2026-09-01T00:04:22.709Z,59.46,8.35
b6b5c61c-b383-4e58-b3fe-8bf5e8023094,1,198ec19b3806cc2ad217e159e4e09d58,83a75eea11694e36e56dd0cb2240229a,2026-09-01T00:04:22.709Z,149.41,18.78
2a649e2e-649d-4bbf-b300-bff32069fd18,1,e35e57ac692a504d2fbb8f30e188c693,a5cba26a62b8b4d0145b68b841e62e7f,2026-09-01T00:04:22.709Z,241.79,26.56
af5bde87-8f6d-4504-8b9c-cbdae6f69a40,1,895e0a8c1cf8a915c6a0d5d2a91689b6,5e25c632f9db6cfb8bc100421c2737b6,2026-09-01T00:04:22.709Z,110.18,17.37
af5bde87-8f6d-4504-8b9c-cbdae6f69a40,2,01175f0c6182b4410c669417d7e8268f,f1ce5fdecd64935c28b9ff932751d0dc,2026-09-01T00:04:22.709Z,177.82,30.87
af5bde87-8f6d-4504-8b9c-cbdae6f69a40,3,7e42f7c4405ac2fdec454c0497facd83,c68fb906c8f4b4b946d8386bfa6e5467,2026-09-01T00:04:22.709Z,37.32,30.85
366b9538-5e24-42e4-9908-5ded6d803194,1,279c4f688c1562c5f221f139179389c9,11eac105f3f90a9b87b19c89d91e24f3,2026-09-01T00:04:22.709Z,179.01,32.93
1c884b1f-5014-4c15-a4d6-f59e53bbea52,1,671daae289ba175770580ddd6240ef76,ba89796db68db180bd389de96b2ff3b6,2026-09-01T00:04:22.709Z,25.64,29.97
98fc1297-3beb-4fcd-b97b-f49b4ea4aab7,1,b3c9fbea83e09f3d0994b2f8301c89a7,ff063b022a9a0aab91bad2c9088760b7,2026-09-01T00:04:22.709Z,446.06,30.41
cb7630f5-9429-4375-893c-d89b874e63e5,1,6f735de7025b8e74fc832dfd6ec2bf5d,3a734b715d333a2588a3d54a0c9b8746,2026-09-01T00:04:22.709Z,218.56,30.71
161a0d22-bc83-449f-ae0a-4922dfb6b404,1,a9418952bd0aee716d44d25d706561b0,85044848b1b767db2a4a58526adef4b4,2026-09-01T00:04:22.709Z,155.14,12.88
2490b156-73cd-495b-b121-d78feacf4b14,1,edaa2bd93560f6d79e10b21fa2858004,5962468f885ea01a1b6a97a218797b0a,2026-09-01T00:04:22.709Z,225.12,16.33
