order_id,payment_sequential,payment_type,payment_installments,payment_value
8cfe4e12-2b05-4302-b5c7-bfd107c587b8,1,credit_card,9,92.4
6325ed81-5f24-4935-850f-259ef2fcc657,1,credit_card,7,66.69
96416664-ebc8-4a1e-bb10-aa08c6722b59,1,credit_card,5,186.0
1eeadbc0-fce1-4ffe-a4cf-04e598b06e77,1,credit_card,6,350.1
4c248499-44ff-4998-ab73-e5a19e8243bc,1,credit_card,6,196.97
c3013da7-6c3f-4b5f-8ff1-78bbda278d3b,1,boleto,1,209.95999999999998
49f1b5a4-72fd-46c1-8155-69804e45eaae,1,boleto,1,161.42000000000002
07ab5722-fa24-4cb2-a999-e3e6e5d17c7f,1,credit_card,8,419.63
db3a5108-2a72-4f9d-a275-166edbec8093,1,credit_card,5,112.38
a1595227-344d-4453-990b-c12583fa1711,1,boleto,1,193.43
c995386a-9512-481f-9546-d75a15a09bad,1,credit_card,4,164.64
587b311a-ba4f-4121-8171-93f33b9f8824,1,credit_card,9,185.97
4fb06e82-8f17-48d5-99c5-6c517435956e,1,credit_card,10,261.25
c7976082-5c83-44b2-a04a-227fe0423a33,1,credit_card,7,181.01000000000002
d7908f59-bc21-4223-a5d7-f0cfe72fac04,1,credit_card,8,194.77999999999997
89f62696-c429-4fee-a4c8-77096ffb5e02,1,credit_card,10,272.86
d7193bf9-2298-40dc-8ef2-f1e891beceb2,1,credit_card,7,264.32
055f0b4e-d016-4345-a6f0-249d5cb65cad,1,credit_card,9,208.65
aee4578b-2f5e-44f0-93ec-fd27223a59a3,1,credit_card,7,598.85
e4f2b9ed-b510-45f1-afb8-b3920c063cfd,1,credit_card,6,61.22
47155424-17ee-4c2a-87af-f0f3d696fb2c,1,credit_card,10,369.85
f022e897-50a8-4511-a0b8-96c651c18077,1,credit_card,5,238.81
82faaa79-980c-46ed-bbb9-f9e9999a9641,1,boleto,1,1152.72
38beb544-204e-4ee8-a8d3-0fa2188d44df,1,credit_card,4,426.94
ca81bb71-1f7f-4cd5-9f2d-ce563f8ba74a,1,credit_card,2,647.26
