order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
6b4f99e7-a56f-4923-9010-875644eb32b1,78bc85a7aa3f444cf7cf053df84fe035,delivered,2026-08-21 01:07:14,2026-08-21 21:27:20.377222,2026-08-22 01:07:14,2026-08-27 01:07:14,2026-09-10 01:07:14
2e0a27b6-9eda-4ab4-b81c-5b1b8fab128b,015bbed5b941c909ebf091ead5eb2a05,delivered,2026-08-23 17:41:14,2026-08-24 07:21:38.497265,2026-08-24 17:41:14,2026-09-02 17:41:14,2026-09-20 17:41:14
fe083777-8a43-4e37-afef-fb0f3e662eea,245032fa7a475c343d0674fca40ea069,delivered,2026-08-22 21:21:51,2026-08-23 05:51:32.957487,2026-08-24 21:21:51,2026-09-01 21:21:51,2026-09-20 21:21:51
70bd6134-71c7-4e3e-bfd7-babf35f930b0,6b414ea1698537945c2070bb0869405f,delivered,2026-08-19 11:37:32,2026-08-19 22:45:33.069586,2026-08-21 11:37:32,2026-08-25 11:37:32,2026-09-18 11:37:32
ecd928b1-7e87-41f1-ae2d-258d98d93074,5c5020458933e2ca08b7aa21614a2c4c,delivered,2026-08-23 12:11:14,2026-08-24 04:45:17.435245,2026-08-24 12:11:14,2026-08-27 12:11:14,2026-09-11 12:11:14
8ceca6e5-74af-40af-86ea-53d06831e446,054e2d5e2e62f26e884cfd2e9bbeeab7,delivered,2026-08-20 13:17:41,2026-08-21 05:05:24.867124,2026-08-21 13:17:41,2026-08-23 13:17:41,2026-09-03 13:17:41
9bdfcf59-0b4b-4a66-9199-fae705ae6961,b511725689f49bbfdf34541b28780926,delivered,2026-08-24 23:37:27,2026-08-25 01:46:18.64189,2026-08-25 23:37:27,2026-09-01 23:37:27,2026-09-02 23:37:27
0ff82b2f-1f0f-420f-b270-ca0dac99dd90,6a8289e43fd31255e604052ba33c6d73,delivered,2026-08-24 01:45:37,2026-08-24 23:10:44.014631,2026-08-27 01:45:37,2026-08-30 01:45:37,2026-09-09 01:45:37
9a892cfb-5aad-48f5-90ab-c3862dc4caae,96330b0f406163eb357a8c6085b841f6,delivered,2026-08-19 13:05:05,2026-08-20 12:39:24.73001,2026-08-22 13:05:05,2026-08-29 13:05:05,2026-09-11 13:05:05
23bd4f61-74ab-4f47-aa44-6e79a54a3e9f,6eea3177ef3d1e93fd00e05ce4fa1c70,delivered,2026-08-19 22:25:36,2026-08-20 18:39:57.992577,2026-08-20 22:25:36,2026-08-22 22:25:36,2026-09-05 22:25:36
1729660e-284b-48bf-a556-82b3bb14ad7f,a09cad700e500bad87750b957538d348,delivered,2026-08-21 20:31:53,2026-08-22 10:07:50.426332,2026-08-24 20:31:53,2026-09-01 20:31:53,2026-09-07 20:31:53
68dbcb2c-1ecc-410b-9e87-0a98ad948a83,680e38a70d371582570f41cc47dc2791,delivered,2026-08-19 16:20:40,2026-08-20 06:49:39.870936,2026-08-20 16:20:40,2026-08-29 16:20:40,2026-09-16 16:20:40
6a93b2aa-eccc-4fe3-b86d-08157e83eaf9,e311c5cf7650f781ee140f998ebd8ae7,delivered,2026-08-20 05:44:43,2026-08-20 15:41:07.114047,2026-08-22 05:44:43,2026-08-25 05:44:43,2026-09-09 05:44:43
5126dde2-ad49-4951-aa57-b79170249058,5c4795c07c0bd317adaf7406327bbfa9,delivered,2026-08-21 07:40:49,2026-08-22 07:33:42.949874,2026-08-24 07:40:49,2026-08-26 07:40:49,2026-09-11 07:40:49
1f95c8d5-d970-4704-8ab5-003e8b3b30d8,e4896be76a13751b29781085cd8fee98,delivered,2026-08-23 22:14:41,2026-08-24 08:55:29.025441,2026-08-25 22:14:41,2026-08-30 22:14:41,2026-09-17 22:14:41
bd834971-c7d3-47b8-adba-9d89f8f843d8,1d4141882e86028ee4751bb58410b53a,delivered,2026-08-22 22:13:20,2026-08-23 00:41:08.272049,2026-08-24 22:13:20,2026-08-31 22:13:20,2026-09-15 22:13:20
35b4f50d-dbe8-491d-9114-148e5dde3830,79e8c1737d903a4055c4d2aa87661bf7,delivered,2026-08-21 19:07:19,2026-08-22 00:37:36.583892,2026-08-24 19:07:19,2026-08-30 19:07:19,2026-09-06 19:07:19
b1010b61-3e2b-4ad1-997c-ee3e5ad50f71,f6cc975f9ed5f7d6d78d5f8ac711a7ac,delivered,2026-08-23 04:40:44,2026-08-23 20:04:16.643515,2026-08-24 04:40:44,2026-08-30 04:40:44,2026-09-02 04:40:44
aae2cfed-08d8-45f6-87ff-ced5c2e7d9b8,6e913b64fd2d9102fc1b02bc03d81224,delivered,2026-08-24 07:35:27,2026-08-24 10:30:24.812223,2026-08-25 07:35:27,2026-08-29 07:35:27,2026-09-20 07:35:27
b446bf90-a038-474a-8607-ba6117d04081,62500b6c311fa15e3014b4a13391258d,delivered,2026-08-22 15:35:53,2026-08-23 14:10:33.722095,2026-08-25 15:35:53,2026-09-05 15:35:53,2026-09-03 15:35:53
7da12075-3be0-41ae-bf0d-7d3019d861ce,322162b5ca010c2b059cb5224dd818b1,delivered,2026-08-24 16:34:45,2026-08-24 23:17:04.698601,2026-08-27 16:34:45,2026-09-02 16:34:45,2026-09-20 16:34:45
77451b32-e5f7-4831-a033-ce22a50bb1b3,b56ec5827b0b077288ab9f729dcb0837,delivered,2026-08-21 20:44:58,2026-08-22 08:36:57.159357,2026-08-22 20:44:58,2026-08-30 20:44:58,2026-09-19 20:44:58
38e516cd-6c96-4ce9-9118-e446e457a628,216a26630eaf7d8f93837ff9708aa0e4,delivered,2026-08-21 20:03:26,2026-08-22 03:46:03.544039,2026-08-22 20:03:26,2026-08-30 20:03:26,2026-09-07 20:03:26
f62b256d-544e-47a0-903b-8c8ddf4ccb38,a40a9cca30df7d2a36fdba0dfc4b03e7,delivered,2026-08-21 13:22:18,2026-08-21 22:35:51.323823,2026-08-23 13:22:18,2026-08-31 13:22:18,2026-09-01 13:22:18
7de15776-94d3-459f-a2f5-494a9df9e773,acb213efb7ff983754aaa5d643e4578f,delivered,2026-08-19 03:58:39,2026-08-19 19:13:30.717366,2026-08-21 03:58:39,2026-08-31 03:58:39,2026-09-11 03:58:39
