customer_state,customer_city,customer_id,customer_unique_id,customer_zip_code_prefix
BA,Santa Brigida,4ea34777a492f189fe85ab3a2eac1025,6dbc4a42e68c5f0e3ebeb904be3ce3e6,40265
DF,Ceilandia,8c4958250c5729af2c5a6ce5faf3e16f,f70e6ea5696be3e679598b5be0cd9bc6,70774
DF,Ceilandia,2131f859f33715756b10efb97d873a85,5993c0ed4bc51b72a8332bb7fa4303c5,71680
ES,Braco Do Rio,edd297f09df0a4096fd1162bdc7327a8,d50d0e32a047a94ae4d0722c82fd013d,29460
GO,Alvorada Do Norte,0d8bb1033198b1b6307a25d62cdf7a84,293ac991d6633d79c6aef71626015b26,73770
GO,Cidade Ocidental,5fee696482bd8b0db6cb196b33e5addc,088653e3fa566d968be97a72afee0b74,75828
GO,Planaltina,2a6d5a478175621ed3c2c16c8e6a9e44,a032b14f64dfc9e335cb3ccc402b0507,75200
MA,Sao Mateus Do Maranhao,b9e8d20467df2fd1b1ca8bb650a87dcc,de9f979be63bbed5045c2bf762dd2eff,65075
MG,Belo Oriente,1677712a7d16c75d46e54b6c5c9218b1,6e288c68788d1a0ad3f1b86470ef8126,30150
MG,Bias Fortes,010ac941a52f7717d87471a7da831cd0,ed1e4450166afd6ca7af55f4c5019412,32670
MG,Piumhi,d5b976444c9257b13cf100dd0933cff1,df69205330ca51a4f5312b0ac01918f3,35650
PA,Benevides,cd3d0bb78975094b490171b65bca8c64,14a97e01ec1bb2f553b2bcdc510744c9,66020
PB,Catole Do Rocha,d641ce9966d5491d374687ac80b189e8,f4d515537281411bab4708749d303edb,58414
PR,Campo Magro,5cb11b0c43c936bddb82b6b2931c1fc2,1578d0186fa3a548421b62938494ccd9,83606
PR,Curiuva,c07090e9a9e0504dd15cdec628d99f49,e53d5867adb7d3d00d046b004fff2e95,81900
PR,Missal,9b684ecb3042a93d9476416aa979f289,17a75ce5eb94eaea04c988d44ab9cdd7,85998
PR,Serra Dos Dourados,2cdced5335b76d6e563bfa3a40bcf7a4,3894c7d8e29573e308ebc285ecd61d39,84220
RJ,Barra Do Pirai,0a9b989d01b6dcfb690b128b24ab3221,4a333e04d23005c217ed0c15b132c94f,28880
RJ,Piao,8ca4dd796c8520fe17dcb78c568685ca,55f9cc0d647cdf920b02786fd25437db,25665
RJ,Piao,5a6449a9c8c4c77ff601b5407d04f031,3c6556e3fc08ba08740f82c0ae799d29,25770
RJ,Sacra Familia Do Tingua,24562e8f4e2484eb6586fc3716558e31,f2146708b13384c5bf0625b175f20ba7,20031
RJ,Sacra Familia Do Tingua,7ac7ace883b08e0cef262870603a1728,42f70a03b39bd3ed199fffbb836889b5,23010
RS,Alegria,8f87226b0ddaa6872971afe593506d0c,9687ae9b62179d789f14af95280ef5c3,97543
RS,Capao Da Canoa,98c4f7271d12e1559a9a532bf51acc77,d670da0885957c840745bbe72a208033,92110
RS,Capao Da Canoa,bb8edaaa3e1c1233e6c0c2692676c0a3,b1cea2fe484ca4819c2f6a48563d03bf,92440
RS,Portao,19964f5b33d31824f50a1ee628f5191e,7731e526b6e7ba255e67ee322a49b940,99190
SC,Jose Boiteux,3c9a5d288ed7a341eea51d6aa657c612,759fcec0ff2fdfdb36b3bdb91d2513b5,89202
SP,Cardoso,ea1d44731617545fe33f839b60da6b9c,62c5a92347b894e4bd61a96ae04ae7cf,06381
SP,Cubatao,c1afacb800d62408ba097a32d6524e84,2b5cb158bce256f401d39bf934189c86,12705
SP,Guatapara,64883dcf4b2d70d149b791d919c55ffc,22cd36d49a980277b8a143d1beb48fc0,07123
SP,Mogi Mirim,c05d99db2bfa8952fe2a0a378799f4e4,1d97aa6db07321e87420b6e6ec830b5c,08744
SP,Oscar Bressane,27b6e4c5866e60ba12262a3f16354657,82f613051d507d5b4a9b3cca70057616,06160
SP,Presidente Alves,d350a613608b1daf059e9ecf45d0aa54,53e9c392877777b537c258b8bc281845,11705
SP,Santa Ernestina,ae6fd17e07123d99eba9f0a9f644bbd1,e39d770b6d2aa1cebdde816e7978f518,18900
SP,Santo Antonio Da Alegria,35c305ab657a51a698c1abd317c59db2,cec59a9201f7222b20a58da8c2def1ab,09230
SP,Sao Bento Do Sapucai,2fffffc689dec2be34acc43ac9584586,fbc08ed5f82398b7ca55498a7c62844d,11040
SP,Sao Carlos,7119d3c62d0ed7d4c97aebe8bd6704ee,d5f700b1428109c97e9671ff4b7a6fbb,09580
SP,Sao Francisco,5b833faa46296c2d28673200449b0d0b,06c5859a120871e8c2f4a920d7cf50cc,13570
SP,Sao Jose Dos Campos,84ff0ecfdb0a9d436b5fad4bf784f835,fa8dfecf6fca14593e4764f4161c853c,15076
SP,Sao Lourenco Da Serra,54942d591ae054cab4f5e166f5d03037,5c9513d1c3b15c7a08a6ba86ca23e487,12236
SP,Sao Lourenco Da Serra,61fab14ef1f144bc9c8b59b8bac933cc,e0beede6bf62d486dde1a2e71764ecb5,12236
SP,Sao Lourenco Da Serra,f36e1b14a03badff9ecbc7533a6943b1,12f343abd8c9e1b1b7b061101ef5ffc6,12232
SP,Sao Pedro,c4e869a8f762791fd7c7837c55ee0de2,733730c1f6e1b7a412cd1ebd1442b632,05861
SP,Sao Pedro,2a6654d9b0abcfdec88a4c0f58b169a9,9db4336dc253a0e69dc1497133f5fd4a,04893
SP,Sao Pedro,ebc03139c4eacc7f77065c3dcfd98612,d4acb6f4036beae4082d7f9441b9769d,01023
SP,Sao Pedro,04fb6473ae3a533427a4d828d6f7ce7c,a9bb3ebac599d7788bd7537650557039,05101
SP,Sao Pedro,b14839b9d2cc09f5f25b2a74bff673b9,83511e439930d5ee33c12a4712d1baa3,01211
SP,Sao Pedro,ee9d0cf48b7f9442b245f9056b354d2f,9eb65a1734ecafcca24ef1e158d03ca4,05013
SP,Sao Pedro,c30def9299a42a45fc635a77f7aa8d10,053ee39e5fff8053a860892cbd54d1ed,04235
SP,Sao Pedro,9ba3b410b27f27958b0bdf1dd43f8d51,d28f1911eb7512d55b432187bb397973,02964
