order_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
361fa093-18d0-4974-90fb-0b6453399b4a,3dfce446-4f10-40b2-9b2e-324a60eab4ca,5,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
ed821d9f-83a9-4102-8c61-71dbe400aa86,9f0fc09b-d325-4786-8f75-4fbbfee4f99f,4,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
93dcae9f-3448-4889-9c76-cd21fa95d652,dcd8e6e7-a151-4c13-938c-503b55c7ed53,5,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
c5b77a9b-b3ca-4224-9382-50bd7b0e95d4,3c9e1bb9-8e07-43ba-b997-dd7cc82f7c70,4,,,2026-08-25T00:03:57.017Z,2026-08-26T00:03:57.017Z
e8a5eca8-2921-4db0-aaea-c280f845961c,76572f90-c4dc-4fd1-a6d5-e515f82b236d,4,,,2026-08-25T00:03:57.017Z,2026-08-27T00:03:57.017Z
f7ca4666-f028-4044-a765-b1b0d4fb6276,aa907415-d3bb-448b-96d0-ab5f391408f9,5,,,2026-08-25T00:03:57.017Z,2026-08-26T00:03:57.017Z
b50634df-04e1-461c-adf4-709a0f07ef3e,a5a8fded-88f3-4c89-9581-a309de92935f,4,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
fa2d5522-4c23-453b-b0d6-3c1e491e3ed6,e1cca4f2-d59a-4610-8b3e-66945f931cb8,5,,,2026-08-25T00:03:57.017Z,2026-08-27T00:03:57.017Z
16d0c762-5296-4246-8a29-db280c30fe5d,d293f133-65e4-4042-a5fa-66f78baf066f,5,,,2026-08-25T00:03:57.017Z,2026-08-27T00:03:57.017Z
4cc0e8ed-0e69-4857-8a00-812de8ee9c00,16896c98-88ab-490b-83fe-3c624af129bc,4,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
6d0dfa8b-3511-455a-95eb-2b3210db3cb3,def49db6-8e50-4105-90a9-1c295c9212fe,3,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
837f4639-c995-4e9a-9a9a-6539ed201b1b,a7469d93-fc92-49b1-8bca-4fa01e7a895a,5,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
a1da248f-a612-4e23-a843-9e4d8b87b0c4,957f8c2d-4739-4779-8c55-72dc428d46a9,4,,,2026-08-25T00:03:57.017Z,2026-08-25T00:03:57.017Z
